M0010;M0020;M0100;M0101;M0110;M0120;M0130;M0140;M0150;M0160;M0170;MM0150;MM0160;MM0170
5;52;7646810;M001;2.8829025950927;01;01;1;3;1;17;0;0;0
5;52;6848414;M001;2.1158694602812;01;01;1;2;1;13;0;0;0
5;52;7105410;M001;2.9136018296426;01;01;1;4;2;17;0;0;0
5;52;3229533;M001;3.3749974336518;01;01;1;2;2;16;0;0;0
5;52;7233366;M001;2.9136018296426;01;01;1;4;1;15;0;0;0
5;52;1514070;M001;3.0357548927662;01;01;1;3;2;11;0;0;0
5;52;5920904;M001;3.0760893603298;01;01;1;4;1;17;0;0;0
5;52;7073844;M001;4.1153729876465;01;01;1;4;2;17;0;0;0
5;52;3283688;M001;3.1478537857987;01;01;1;3;2;15;0;0;0
5;52;5565363;M001;3.277462897371;08;01;2;3;1;14;0;0;0
5;52;6759881;M001;2.5547638823498;08;01;2;2;1;11;0;0;0
5;52;5784591;M001;2.4128157153272;08;01;2;2;2;17;0;0;0
5;52;4208144;M001;1.9784890181229;08;01;2;2;1;11;0;0;0
5;52;5573407;M001;1.0752483793651;08;01;2;2;1;17;0;0;0
5;52;7252054;M001;3.4512591757016;02;01;1;3;1;11;0;0;0
5;52;4724122;M001;10.2838030053313;01;01;1;3;2;03;0;0;0
5;52;6462094;M002;7.6305548088645;01;01;1;1;1;14;0;0;0
5;52;7202057;M001;10.5470777086029;01;01;1;1;2;05;0;0;0
5;52;133204;M001;9.6522914007977;01;01;1;4;1;17;0;0;0
5;52;3218670;M001;13.8086771161121;01;01;1;2;1;13;0;0;0
5;52;4375571;M001;10.4752641228435;01;01;1;3;1;12;0;0;0
5;52;3436921;M001;9.0181022536565;01;01;1;2;2;15;0;0;0
5;52;1893063;M001;12.351761674889;01;01;1;4;1;15;0;0;0
5;52;6390618;M001;14.0202776275142;01;01;1;4;1;14;0;0;0
5;52;3913892;M001;9.6373046488509;01;01;1;2;1;16;0;0;0
5;52;2904942;M001;8.3871010429083;01;01;1;3;1;16;0;0;0
5;52;4443203;M001;6.4921810699598;01;01;1;4;2;17;0;0;0
5;52;7474414;M001;7.9109716973885;01;01;1;2;1;16;0;0;0
5;52;1759527;M001;11.1977351155028;01;01;1;1;1;06;0;0;0
5;52;893186;M001;13.2381134580782;01;01;1;2;1;12;0;0;0
5;52;6666771;M001;10.0435839319122;01;01;1;3;2;16;0;0;0
5;52;233785;M001;9.0181022536565;01;01;1;1;1;15;0;0;0
5;52;2599103;M001;7.4866183185506;01;01;1;4;1;14;0;0;0
5;52;6321427;M001;5.812276871581;01;01;1;3;1;17;0;0;0
5;52;4054286;M001;7.92761155656;01;01;1;1;2;17;0;0;0
5;52;6893484;M001;12.2004240356764;01;01;1;1;1;17;0;0;0
5;52;1644538;M001;6.450491731941;01;01;1;4;2;13;0;0;0
5;52;106723;M001;13.133185535747;01;01;1;4;2;16;0;0;0
5;52;4187988;M001;13.3671181908529;01;01;1;2;2;16;0;0;0
5;52;4178769;M001;10.0955992806527;01;01;1;4;2;16;0;0;0
5;52;4460047;M001;10.13026857395;01;01;1;3;1;14;0;0;0
5;52;171593;M001;7.9109716973885;01;01;1;3;1;14;0;0;0
5;52;5649576;M001;12.1824158209224;01;01;1;4;2;13;0;0;0
5;52;1081567;M001;6.4008552965034;01;01;1;3;1;17;0;0;0
5;52;4206092;M001;7.3105006750626;01;01;1;2;1;17;0;0;0
5;52;2678848;M001;11.8943704632044;01;01;1;3;2;17;0;0;0
5;52;415280;M001;9.4929181567486;01;01;1;4;1;13;0;0;0
5;52;2712773;M001;9.0181022536565;01;01;1;3;1;02;0;0;0
5;52;3265806;M001;6.4921810699598;01;01;1;4;1;12;0;0;0
5;52;6376189;M001;6.4921810699598;01;01;1;2;1;04;0;0;0
5;52;2147269;M001;9.2402014996256;01;01;1;3;2;15;0;0;0
5;52;2031955;M001;11.6960873773777;01;01;1;3;2;15;0;0;0
5;52;4281619;M001;12.6921034330814;01;01;1;2;2;17;0;0;0
5;52;7719857;M001;9.9335335945652;01;01;1;1;1;13;0;0;0
5;52;1580154;M001;10.3520481825499;01;01;1;3;1;14;0;0;0
5;52;6615218;M001;7.8428929673426;01;01;1;2;1;14;0;0;0
5;52;7691284;M001;10.5757063987515;01;01;1;4;2;17;0;0;0
5;52;6998165;M001;14.183006573251;01;01;1;4;1;14;0;0;0
5;52;1910372;M001;14.7951388499531;01;01;1;3;1;16;0;0;0
5;52;223365;M001;12.0600023906112;01;01;1;2;2;17;0;0;0
5;52;2008469;M001;11.6136707461451;08;01;2;3;2;03;0;0;0
5;52;2010280;M001;9.4767911065124;05;01;2;4;2;17;0;0;0
5;52;2305377;M001;10.3729256425026;05;01;2;3;2;13;0;0;0
5;52;5757063;M001;10.2686913734658;01;01;1;2;2;17;0;0;0
5;52;598206;M001;7.8428929673426;01;01;1;3;1;16;0;0;0
5;52;4740731;M001;9.2998084085657;01;01;1;1;1;16;0;0;0
5;52;5033342;M001;10.1599832948056;02;01;1;1;1;04;0;0;0
5;52;5279817;M001;6.4921810699598;08;01;2;3;1;06;0;0;0
5;52;5917176;M001;10.9149019119943;01;01;1;3;2;17;0;0;0
5;52;4039199;M001;6.8958691989023;08;01;2;1;2;14;0;0;0
5;52;6184355;M001;10.4006336437522;08;01;2;3;1;13;0;0;0
5;52;6728954;M001;6.6246924380422;08;01;2;3;2;16;0;0;0
5;52;2744986;M001;8.0454140599382;08;01;2;1;1;15;0;0;0
5;52;2089720;M001;13.3678732309568;08;01;2;3;1;06;0;0;0
5;52;382656;M001;9.8490173388286;01;01;1;3;1;10;0;0;0
5;52;5174999;M001;10.6997157097494;01;01;1;3;1;12;0;0;0
5;52;278073;M001;11.0568687401242;01;01;1;3;2;16;0;0;0
5;52;1629324;M001;9.6358330483108;01;01;1;2;1;15;0;0;0
5;52;1001627;M001;9.6358330483108;01;01;1;1;2;17;0;0;0
5;52;5976778;M001;9.9891978638427;01;01;1;3;1;09;0;0;0
5;52;2407009;M001;10.3463508942175;01;01;1;2;2;13;0;0;0
5;52;4372045;M001;9.9891978638427;01;01;1;3;2;14;0;0;0
5;52;1470985;M001;9.9891978638427;01;01;1;1;1;15;0;0;0
5;52;3428054;M001;7.6397656841919;01;01;1;3;1;07;0;0;0
5;52;5831732;M001;5.922318658832;01;01;1;3;2;17;0;0;0
5;52;2653887;M001;4.1073134857243;01;01;1;4;1;10;0;0;0
5;52;2653887;M002;4.1073134857243;01;01;1;4;1;17;0;0;0
5;52;3028379;M001;9.432201682307;01;01;1;3;1;13;0;0;0
5;52;3714853;M001;9.4972082126517;01;01;1;1;2;17;0;0;0
5;52;7061756;M001;10.0192758354688;01;01;1;1;1;17;0;0;0
5;52;3074347;M001;10.9959606383117;01;01;1;3;2;10;0;0;0
5;52;2683751;M001;12.0492991274574;01;01;1;2;1;16;0;0;0
5;52;3513143;M001;13.8353544128173;01;01;1;4;1;17;0;0;0
5;52;6430796;M001;5.688215943108;01;01;1;3;2;10;0;0;0
5;52;6099773;M001;7.3711218593934;01;01;1;3;2;17;0;0;0
5;52;5974828;M001;12.4266789729749;01;01;1;4;1;17;0;0;0
5;52;4042749;M001;7.948498460474;01;01;1;1;2;01;0;0;0
5;52;5469849;M001;5.6579395400867;01;01;1;3;2;17;0;0;0
5;52;2265156;M001;10.9877871701016;01;01;1;4;2;15;0;0;0
5;52;3039335;M001;11.3828297921314;01;01;1;2;1;13;0;0;0
5;52;6013154;M001;13.2633654241617;01;01;1;2;2;17;0;0;0
5;52;5455168;M001;14.580845606271;01;01;1;2;1;17;0;0;0
5;52;6965404;M001;12.0667745327486;01;01;1;1;1;02;0;0;0
5;52;5141679;M001;14.1390539193655;01;01;1;3;1;17;0;0;0
5;52;2852933;M001;12.2891725303533;01;01;1;1;2;17;0;0;0
5;52;135452;M001;13.7294849074601;01;01;1;3;2;17;0;0;0
5;52;1261384;M001;13.3777960075025;01;01;1;2;2;17;0;0;0
5;52;924896;M001;9.644974367604;01;01;1;1;2;17;0;0;0
5;52;1073608;M001;7.6397656841919;01;01;1;4;1;13;0;0;0
5;52;352160;M001;10.7029620406534;01;01;1;1;1;13;0;0;0
5;52;1895675;M001;7.4158208622187;01;01;1;3;1;17;0;0;0
5;52;1892373;M001;6.245489004268;01;01;1;4;2;16;0;0;0
5;52;1634112;M001;9.4260615279463;01;01;1;1;2;14;0;0;0
5;52;6907011;M001;10.931927332259;01;01;1;2;2;15;0;0;0
5;52;3510714;M001;7.9251269131963;01;01;1;4;2;17;0;0;0
5;52;3604959;M001;8.2566859099038;01;01;1;4;1;06;0;0;0
5;52;591754;M001;10.7741600336475;01;01;1;4;2;11;0;0;0
5;52;6870026;M001;9.2824682327789;01;01;1;1;1;10;0;0;0
5;52;1264247;M001;9.6626457468122;01;01;1;3;1;12;0;0;0
5;52;2081666;M001;8.949385569499;01;01;1;3;1;12;0;0;0
5;52;1536825;M001;10.3463508942175;01;01;1;2;1;05;0;0;0
5;52;6438145;M001;11.3869035502714;01;01;1;2;1;17;0;0;0
5;52;4541363;M001;10.4282568722049;01;01;1;1;1;17;0;0;0
5;52;2373604;M001;9.4016119354036;01;01;1;4;2;12;0;0;0
5;52;1099164;M001;9.8538383013083;01;01;1;3;1;17;0;0;0
5;52;3013146;M001;11.3869035502714;01;01;1;2;2;17;0;0;0
5;52;2134689;M001;12.3255930035786;01;01;1;3;1;17;0;0;0
5;52;1419993;M001;9.044981846747;01;01;1;4;1;16;0;0;0
5;52;1966682;M001;11.0193248445261;01;01;1;3;2;13;0;0;0
5;52;7260713;M001;10.4282568722049;01;01;1;1;2;05;0;0;0
5;52;6041304;M001;10.4878047010919;01;01;1;4;1;06;0;0;0
5;52;566658;M001;10.2104683899649;01;01;1;2;2;08;0;0;0
5;52;1254965;M001;9.044981846747;01;01;1;4;2;16;0;0;0
5;52;5382833;M001;11.366946325512;08;01;2;3;1;05;0;0;0
5;52;2160880;M001;6.7280546477012;02;01;1;3;2;17;0;0;0
5;52;1294467;M001;5.4825381364742;01;01;1;2;2;17;0;0;0
5;52;3384738;M001;9.9372684906314;01;01;1;3;2;16;0;0;0
5;52;3384738;M002;9.9372684906314;01;01;1;4;1;16;0;0;0
5;52;6172507;M001;6.5375385072746;01;01;1;3;1;11;0;0;0
5;52;1086227;M001;9.9450710860145;01;01;1;1;1;04;0;0;0
5;52;3933656;M001;12.345550228338;01;01;1;2;1;17;0;0;0
5;52;3852663;M001;11.366946325512;01;01;1;1;2;14;0;0;0
5;52;5585783;M001;11.3869035502714;01;01;1;4;2;14;0;0;0
5;52;2646935;M001;9.4016119354036;01;01;1;2;2;09;0;0;0
5;52;4166535;M001;9.4016119354036;01;01;1;2;1;16;0;0;0
5;52;3777449;M001;9.044981846747;01;01;1;4;2;10;0;0;0
5;52;4376694;M001;9.6358330483108;01;01;1;4;1;16;0;0;0
5;52;4911469;M001;8.5719503868722;01;01;1;4;1;11;0;0;0
5;52;5765395;M001;11.7955336915712;01;01;1;3;1;13;0;0;0
5;52;1618865;M001;6.4384388627921;01;01;1;4;1;09;0;0;0
5;52;4519647;M001;8.5719503868722;01;01;1;3;1;11;0;0;0
5;52;6684970;M001;13.7841359797356;01;01;1;4;2;07;0;0;0
5;52;5400046;M001;5.5398313272357;01;01;1;4;2;16;0;0;0
5;52;7390006;M001;9.7312862636415;01;01;1;4;2;11;0;0;0
5;52;2674284;M001;1.9591931710718;01;01;1;4;1;01;0;0;0
5;52;1067850;M001;2.1746507854078;01;01;1;4;2;17;0;0;0
5;52;572447;M001;1.9584232399253;01;01;1;3;1;04;0;0;0
5;52;6332124;M001;2.1746507854078;01;01;1;2;2;07;0;0;0
5;52;3468064;M001;10.8210506756208;01;01;1;2;1;08;0;0;0
5;52;2056222;M001;4.145621933954;01;01;1;1;2;17;0;0;0
5;52;6664290;M001;6.4647259661424;01;01;1;4;2;14;0;0;0
5;52;5062830;M001;9.1443566482842;01;01;1;3;1;06;0;0;0
5;52;7246458;M001;13.2328910735785;01;01;1;4;1;10;0;0;0
5;52;2083898;M001;13.140304574891;01;01;1;3;2;17;0;0;0
5;52;6503145;M001;10.5301963799269;01;01;1;4;1;15;0;0;0
5;52;124877;M001;6.2635663159895;01;01;1;3;1;07;0;0;0
5;52;4779660;M001;14.9370303121084;01;01;1;4;2;17;0;0;0
5;52;1677369;M001;8.6052115555181;01;01;1;2;1;11;0;0;0
5;52;5366918;M001;8.949385569499;01;01;1;4;1;14;0;0;0
5;52;4217640;M001;8.949385569499;01;01;1;3;1;17;0;0;0
5;52;3781406;M001;9.6358330483108;01;01;1;4;1;04;0;0;0
5;52;3781406;M002;9.6358330483108;01;01;1;1;2;17;0;0;0
5;52;2689725;M001;11.0568687401242;01;01;1;3;1;10;0;0;0
5;52;3141649;M001;9.6358330483108;01;01;1;3;1;01;0;0;0
5;52;7155379;M001;8.7795689032324;01;01;1;1;1;11;0;0;0
5;52;7155379;M002;8.7795689032324;01;01;1;4;2;05;0;0;0
5;52;1821711;M001;13.4789917474279;01;01;1;2;1;07;0;0;0
5;52;4665388;M001;17.0379922839545;01;01;1;4;2;16;0;0;0
5;52;537951;M001;9.9908286808701;01;01;1;3;2;09;0;0;0
5;52;5998913;M001;11.7729834748461;01;01;1;2;2;01;0;0;0
5;52;5532390;M001;1.4496218535913;01;01;1;2;1;12;0;0;0
5;52;384669;M001;2.4122480624183;01;01;1;3;1;12;0;0;0
5;52;5222609;M001;1.7746465632807;01;01;1;4;1;05;0;0;0
5;52;7127877;M001;2.5443929135311;01;01;1;3;2;16;0;0;0
5;52;5731000;M001;1.7276150973455;01;01;1;3;2;12;0;0;0
5;52;4026214;M001;1.5003793236977;01;01;1;1;1;15;0;0;0
5;52;6309593;M001;1.7623966707491;01;01;1;2;2;16;0;0;0
5;52;7104333;M001;2.2569460819891;01;01;1;2;1;10;0;0;0
5;52;7104333;M002;2.2569460819891;01;01;1;3;1;17;0;0;0
5;52;4845743;M001;1.8981485684792;01;01;1;1;2;13;0;0;0
5;52;1109206;M001;2.340074527426;01;01;1;2;2;13;0;0;0
5;52;4148026;M001;1.7180057738605;08;01;2;1;1;13;0;0;0
5;52;2694552;M001;1.999346936717;08;01;2;1;1;13;0;0;0
5;52;6617157;M001;1.5755250960883;08;01;2;4;1;15;0;0;0
5;52;4016174;M001;1.6484615909541;08;01;2;1;1;16;0;0;0
5;52;341536;M001;1.3347281647145;01;01;1;1;1;17;0;0;0
5;52;6453608;M001;1.6017254410453;01;01;1;3;2;14;0;0;0
5;52;3618029;M001;2.3613306806927;01;01;1;3;1;15;0;0;0
5;52;5161351;M001;2.0452231890399;01;01;1;4;2;17;0;0;0
5;52;2134285;M001;2.5150619368866;01;01;1;2;1;13;0;0;0
5;52;5188519;M001;1.8319553523891;01;01;1;1;2;11;0;0;0
5;52;293191;M001;1.6359171061464;08;01;2;3;2;14;0;0;0
5;52;201909;M001;5.0242151176653;01;01;1;3;2;17;0;0;0
5;52;178729;M001;5.0783734963037;01;01;1;4;1;17;0;0;0
5;52;2617459;M001;5.9938711331702;01;01;1;4;1;17;0;0;0
5;52;5501971;M001;5.4959533080366;01;01;1;4;1;17;0;0;0
5;52;1931156;M001;5.6144043252017;01;01;1;3;1;02;0;0;0
5;52;3618126;M001;3.085131691483;01;01;1;2;1;16;0;0;0
5;52;3118394;M001;8.1983048518533;01;01;1;3;2;08;0;0;0
5;52;2649028;M001;3.50979488352;01;01;1;4;1;17;0;0;0
5;52;3361525;M001;5.96713134423;01;01;1;3;2;17;0;0;0
5;52;6690124;M001;4.2674735521165;05;01;2;2;2;13;0;0;0
5;52;5483705;M001;4.4333846529862;08;01;2;3;1;13;0;0;0
5;52;5594317;M001;4.0427824964249;08;01;2;1;1;17;0;0;0
5;52;6080092;M001;2.5848366775954;08;01;2;2;1;15;0;0;0
5;52;5832777;M001;5.2736170094917;08;01;2;4;1;01;0;0;0
5;52;345778;M001;5.1426679674966;01;01;1;2;1;04;0;0;0
5;52;4256057;M001;5.4226595811763;01;01;1;4;2;15;0;0;0
5;52;588114;M001;3.3367156610316;01;01;1;3;1;04;0;0;0
5;52;808767;M001;1.3507582832481;08;01;2;3;2;11;0;0;0
5;52;1112791;M001;1.5473089641848;08;01;2;4;2;16;0;0;0
5;52;2993806;M001;3.0625415802429;08;01;2;1;1;17;0;0;0
5;52;7189607;M001;1.1352467129006;08;01;2;1;2;13;0;0;0
5;52;6282968;M001;1.8393532790547;08;01;2;4;2;17;0;0;0
5;52;4039458;M001;3.1742019680642;08;01;2;3;1;16;0;0;0
5;52;58553;M001;2.1135011205822;08;01;2;3;2;10;0;0;0
5;52;2582298;M001;2.2156257150543;08;01;2;1;1;06;0;0;0
5;52;4855031;M001;2.9850935290035;01;01;1;3;2;07;0;0;0
5;52;6021559;M001;3.975623975366;01;01;1;2;1;12;0;0;0
5;52;5833798;M001;4.9425623958951;01;01;1;2;1;17;0;0;0
5;52;7086081;M001;4.479507673638;01;01;1;2;1;17;0;0;0
5;52;1959757;M001;4.2143303652166;01;01;1;1;1;16;0;0;0
5;52;1717446;M001;3.8224507198731;01;01;1;1;2;15;0;0;0
5;52;6583211;M001;4.0869043404412;01;01;1;1;1;05;0;0;0
5;52;1568860;M001;5.3788440876833;01;01;1;2;1;11;0;0;0
5;52;4103890;M001;6.5127708205764;01;01;1;4;2;17;0;0;0
5;52;4505782;M001;5.7773324531783;01;01;1;3;1;15;0;0;0
5;52;5321093;M001;5.0462431763594;01;01;1;1;1;11;0;0;0
5;52;4056500;M001;4.3671419360699;08;01;2;3;2;08;0;0;0
5;52;1511527;M001;5.0243365034415;08;01;2;3;1;09;0;0;0
5;52;799196;M001;5.3221719412852;08;01;2;2;1;08;0;0;0
5;52;6261729;M001;6.325441313176;08;01;2;3;1;13;0;0;0
5;52;241454;M001;4.2143303652166;01;01;1;4;1;17;0;0;0
5;52;1445060;M001;5.3440786142032;01;01;1;1;1;08;0;0;0
5;52;5101751;M001;3.9589272157487;01;01;1;1;1;13;0;0;0
5;52;2400574;M001;4.2065690994668;01;01;1;3;1;10;0;0;0
5;52;6302077;M001;5.0295394101149;01;01;1;3;1;14;0;0;0
5;52;7085131;M001;4.2143303652166;02;01;1;3;1;15;0;0;0
5;52;2865879;M001;5.7603507827828;01;01;1;2;1;17;0;0;0
5;52;2865879;M002;5.7603507827828;01;01;1;1;1;17;0;0;0
5;52;3659514;M001;4.6940657329331;08;01;2;4;2;17;0;0;0
5;52;5550299;M001;3.982586150821;01;01;1;4;1;14;0;0;0
5;52;1201702;M001;4.6385450175049;01;01;1;4;2;17;0;0;0
5;52;5259803;M001;4.6385450175049;01;01;1;1;2;17;0;0;0
5;52;701335;M001;4.2258085905603;01;01;1;3;2;17;0;0;0
5;52;4381891;M001;4.2829183085438;01;01;1;3;1;08;0;0;0
5;52;1229610;M001;3.6399687111119;01;01;1;3;1;13;0;0;0
5;52;71111;M001;5.7384441098649;08;01;2;4;2;17;0;0;0
5;52;3399435;M001;5.4471402407101;01;01;1;3;1;11;0;0;0
5;52;4568339;M001;4.9345390881694;01;01;1;3;2;16;0;0;0
5;52;5989776;M001;5.0905217306089;01;01;1;2;1;16;0;0;0
5;52;3924714;M001;5.0554228549033;01;01;1;3;2;14;0;0;0
5;52;6608957;M001;5.0554228549033;01;01;1;1;1;13;0;0;0
5;52;3699094;M001;5.0554228549033;01;01;1;3;2;11;0;0;0
5;52;4678159;M001;5.6357324122123;01;01;1;4;1;17;0;0;0
5;52;1205023;M001;5.0554228549033;01;01;1;4;2;11;0;0;0
5;52;7287103;M001;5.4471402407101;01;01;1;1;2;17;0;0;0
5;52;5243602;M001;4.6105301071308;01;01;1;3;2;06;0;0;0
5;52;7250834;M001;5.3794318359419;01;01;1;1;2;17;0;0;0
5;52;6772960;M001;5.1763066216373;01;01;1;4;2;15;0;0;0
5;52;6587946;M001;5.6357324122123;01;01;1;2;1;17;0;0;0
5;52;3533837;M001;5.3794318359419;01;01;1;2;1;14;0;0;0
5;52;7496243;M001;5.3794318359419;01;01;1;3;1;11;0;0;0
5;52;191454;M001;5.3794318359419;01;01;1;3;1;16;0;0;0
5;52;2474357;M001;5.5680240074441;01;01;1;4;1;16;0;0;0
5;52;3987962;M001;4.0274602724725;01;01;1;1;2;14;0;0;0
5;52;231022;M001;4.773878214449;01;01;1;1;2;15;0;0;0
5;52;231022;M002;4.773878214449;01;01;1;2;2;09;0;0;0
5;52;7502933;M001;5.5442171677686;01;01;1;3;1;15;0;0;0
5;52;3754566;M001;5.0064418289386;01;01;1;4;1;11;0;0;0
5;52;6606070;M001;7.4597768220189;01;01;1;2;2;07;0;0;0
5;52;6427329;M001;5.3794318359419;01;01;1;2;1;14;0;0;0
5;52;44277;M001;5.3794318359419;01;01;1;1;2;15;0;0;0
5;52;1870946;M001;4.799122278633;01;01;1;1;1;10;0;0;0
5;52;1390044;M001;5.3117234311737;01;01;1;3;1;12;0;0;0
5;52;5221502;M001;5.9377719478571;01;01;1;3;1;15;0;0;0
5;52;3587173;M001;5.469618712748;01;01;1;1;2;17;0;0;0
5;52;866939;M001;6.6293465972288;01;01;1;4;2;17;0;0;0
5;52;6217277;M001;5.5019224724811;01;01;1;4;2;14;0;0;0
5;52;7069494;M001;5.3801908537786;08;01;2;3;2;11;0;0;0
5;52;3096925;M001;5.2455330620788;08;01;2;1;1;01;0;0;0
5;52;6390128;M001;4.599033135675;08;01;2;2;2;14;0;0;0
5;52;5081462;M001;4.9222830988769;08;01;2;3;2;06;0;0;0
5;52;5381133;M001;1.6094017117586;01;01;1;1;2;01;0;0;0
5;52;4430323;M001;6.0229656426913;01;01;1;3;1;07;0;0;0
5;52;1901718;M001;4.0274602724725;02;01;1;1;2;16;0;0;0
5;52;7625474;M001;3.9498702505118;01;01;1;1;1;17;0;0;0
5;52;7625474;M002;3.9498702505118;01;01;1;3;2;16;0;0;0
5;52;4393391;M001;6.4522088986064;01;01;1;1;1;14;0;0;0
5;52;5218105;M001;3.4100998107757;08;01;2;3;2;11;0;0;0
5;52;5834922;M001;6.6308775953909;01;01;1;2;1;13;0;0;0
5;52;3383604;M001;3.7987023006239;01;01;1;1;1;09;0;0;0
5;52;7406182;M001;7.7732230458106;01;01;1;4;2;09;0;0;0
5;52;1845873;M001;7.8621570901323;01;01;1;3;1;14;0;0;0
5;52;5652467;M001;3.8597698695085;01;01;1;3;1;12;0;0;0
5;52;7732044;M001;2.7443678618894;01;01;1;2;2;15;0;0;0
5;52;5793263;M001;3.6362144534144;01;01;1;2;1;12;0;0;0
5;52;7593736;M001;3.5960421051141;01;01;1;2;2;16;0;0;0
5;52;2203706;M001;2.7595447439777;01;01;1;3;2;06;0;0;0
5;52;2618346;M001;3.1223678701858;01;01;1;4;1;15;0;0;0
5;52;1527461;M001;2.9860088412918;03;01;1;3;1;17;0;0;0
5;52;6941628;M001;3.4639398048268;03;01;1;2;1;17;0;0;0
5;52;4081831;M001;3.4372968373075;08;01;2;3;1;17;0;0;0
5;52;6905975;M001;1.6284841630834;08;01;2;2;2;17;0;0;0
5;52;2079833;M001;2.9566743895166;08;01;2;3;1;16;0;0;0
5;52;4150855;M001;2.6972754517979;08;01;2;1;1;16;0;0;0
5;52;7092671;M001;1.7461268441511;08;01;2;4;1;13;0;0;0
5;52;3335387;M001;2.3623773288127;08;01;2;4;1;17;0;0;0
5;52;2643913;M001;3.8490035681542;08;01;2;3;1;14;0;0;0
5;52;4148911;M001;2.1968689311266;08;01;2;3;2;15;0;0;0
5;52;1701684;M001;9.9752418493263;01;01;1;3;1;17;0;0;0
5;52;1701684;M002;9.9752418493263;01;01;1;3;2;16;0;0;0
5;52;623008;M001;10.4471660831348;01;01;1;3;1;15;0;0;0
5;52;2914185;M001;10.1316102386166;01;01;1;2;2;08;0;0;0
5;52;909505;M001;9.6596860048081;01;01;1;1;1;09;0;0;0
5;52;1018381;M001;9.9724227833887;01;01;1;1;2;08;0;0;0
5;52;6883564;M001;9.818873460036;01;01;1;3;1;12;0;0;0
5;52;1139383;M001;9.6596860048081;01;01;1;3;1;14;0;0;0
5;52;6828130;M001;10.2964358257198;01;01;1;3;2;16;0;0;0
5;52;2154963;M001;9.6568669388705;01;01;1;3;1;17;0;0;0
5;52;4450485;M001;9.8160543940984;01;01;1;1;1;16;0;0;0
5;52;5820545;M001;9.8160543940984;01;01;1;3;2;10;0;0;0
5;52;5820545;M002;9.8160543940984;01;01;1;4;1;08;0;0;0
5;52;1355556;M001;9.8160543940984;01;01;1;3;1;15;0;0;0
5;52;454588;M001;9.8160543940984;01;01;1;2;2;11;0;0;0
5;52;1970862;M001;9.6596860048081;01;01;1;2;1;16;0;0;0
5;52;2751407;M001;9.6568669388705;01;01;1;4;2;17;0;0;0
5;52;7229906;M001;9.8160543940984;01;01;1;1;1;12;0;0;0
5;52;24525;M001;9.08120843386;01;01;1;4;2;09;0;0;0
5;52;1246051;M001;8.6340726012639;01;01;1;2;2;13;0;0;0
5;52;7571944;M001;9.6596860048081;01;01;1;3;1;15;0;0;0
5;52;3486655;M001;9.6596860048081;01;01;1;1;2;11;0;0;0
5;52;7309683;M001;9.9752418493263;01;01;1;1;1;08;0;0;0
5;52;3292000;M001;9.8160543940984;01;01;1;3;1;07;0;0;0
5;52;7614950;M001;7.3029150993233;01;01;1;1;1;13;0;0;0
5;52;5757713;M001;6.7417551238239;01;01;1;1;2;11;0;0;0
5;52;94408;M001;17.9165598164741;01;01;1;2;1;04;0;0;0
5;52;177465;M001;8.18326211243;01;01;1;2;1;12;0;0;0
5;52;5663159;M001;12.1199380500552;01;01;1;4;2;16;0;0;0
5;52;317301;M001;14.2198481709234;01;01;1;4;2;16;0;0;0
5;52;7494507;M001;7.4433704840018;01;01;1;3;1;17;0;0;0
5;52;5649700;M001;12.538036424992;01;01;1;3;2;17;0;0;0
5;52;4125518;M001;8.0645934751155;01;01;1;3;1;07;0;0;0
5;52;4754032;M001;11.7073368668649;01;01;1;3;2;17;0;0;0
5;52;5920251;M001;23.0414605589101;01;01;1;2;1;17;0;0;0
5;52;7338136;M001;7.3713460977504;01;01;1;1;2;17;0;0;0
5;52;3004033;M001;9.8160543940984;01;01;1;4;1;17;0;0;0
5;52;1793074;M001;10.6063535383627;01;01;1;4;1;16;0;0;0
5;52;1398578;M001;10.0983190945691;05;01;2;3;2;17;0;0;0
5;52;7672460;M001;9.4313569979549;08;01;2;1;2;11;0;0;0
5;52;266414;M001;8.3857530842179;08;01;2;1;2;14;0;0;0
5;52;2922515;M001;12.4518521020283;08;01;2;3;1;16;0;0;0
5;52;3236120;M001;11.0529013774269;08;01;2;4;1;14;0;0;0
5;52;7371247;M001;9.8160543940984;01;01;1;3;2;16;0;0;0
5;52;7730236;M001;9.9780609152639;01;01;1;2;1;15;0;0;0
5;52;2682985;M001;9.2605488437799;01;01;1;1;1;17;0;0;0
5;52;6709162;M001;8.5779932306498;01;01;1;3;2;13;0;0;0
5;52;1646218;M001;16.3461328939681;01;01;1;2;1;04;0;0;0
5;52;6926868;M001;9.2014999191275;01;01;1;1;2;12;0;0;0
5;52;3657882;M001;12.575362655317;01;01;1;2;1;14;0;0;0
5;52;2770744;M001;8.3767847787986;01;01;1;2;1;01;0;0;0
5;52;5577266;M001;8.6229433350763;01;01;1;3;2;16;0;0;0
5;52;4076452;M001;4.9230273180655;01;01;1;3;2;14;0;0;0
5;52;6358682;M001;9.7086210728866;01;01;1;3;1;11;0;0;0
5;52;3713078;M001;4.4605814459081;01;01;1;1;1;17;0;0;0
5;52;2963599;M001;9.6568669388705;01;01;1;4;2;09;0;0;0
5;52;7214720;M001;9.9724227833887;01;01;1;3;1;17;0;0;0
5;52;1294332;M001;9.6568669388705;01;01;1;2;2;12;0;0;0
5;52;3342535;M001;9.6568669388705;01;01;1;1;2;16;0;0;0
