F0010;F0020;F0100;F0101;F0110;F0120;F0130;F0140;F0150;F0160;F0170;F0180;F0190;F0200;F0210;F0220;F0230;F0240;F0250;F0260;F0270;MF0190;MF0200
5;52;1014924;F002;8.589497561076;01;01;1;03;2;;;;;;1;;1;1;1800;;9;9
5;52;2946960;F001;10.824544290134;01;01;1;01;3;2;13;1;2;02;;0;1;2;1437.33;1;0;0
5;52;6297668;F001;12.2914665230102;01;01;1;01;4;1;08;3;1;03;;1;2;2;600;1;0;0
5;52;4314763;F001;6.0575220243059;01;01;1;02;3;1;08;3;2;03;;0;2;1;1520;2;0;0
5;52;4314763;F002;6.0575220243059;01;01;1;03;3;;;;;;2;;1;2;700;;9;9
5;52;111927;F001;9.9913927780124;01;01;1;01;3;1;08;1;1;03;;0;2;1;1008;1;0;0
5;52;2292428;F001;10.8030604947583;01;01;1;01;4;2;09;1;4;03;;1;1;3;550;1;0;0
5;52;5203997;F001;13.569279837405;01;01;1;01;2;2;10;2;4;01;;0;1;1;1640;1;0;0
5;52;3176177;F001;10.0708097450634;01;01;1;01;3;2;05;3;4;03;;1;1;2;1104;1;0;0
5;52;104516;F001;11.6075529620363;01;01;1;01;4;2;07;3;4;03;;2;1;3;1200;1;0;0
5;52;4419791;F001;9.8807049228236;01;01;1;01;2;1;12;1;4;01;;0;1;1;1200;2;0;0
5;52;349215;F001;12.7571229242577;01;01;1;01;5;1;09;3;4;03;;3;2;3;380;1;0;0
5;52;7003539;F001;10.9402833230492;01;01;1;01;4;2;09;1;4;02;;0;3;1;900;3;0;0
5;52;7381466;F001;10.9727076356976;01;01;1;01;5;2;08;4;4;04;;0;2;3;560;3;0;0
5;52;6940091;F001;10.7245724970017;01;01;1;01;2;1;11;2;1;01;;0;1;1;2100;1;0;0
5;52;2656878;F001;9.0658234699761;01;01;1;01;4;1;07;2;4;03;;2;2;2;1500;2;0;0
5;52;7062393;F001;9.744306041292;01;01;1;01;4;2;04;2;1;10;;0;2;2;1208.75;;0;0
5;52;2270991;F001;11.0408104737804;01;01;1;01;2;2;06;3;4;05;;1;0;2;800;;0;0
5;52;815839;F001;8.1812446447833;01;01;1;01;3;1;06;2;4;08;;1;2;1;766.67;;0;0
5;52;3859262;F001;12.0746884991258;01;01;1;01;3;1;08;1;4;03;;0;1;2;1200;1;0;0
5;52;2441271;F001;11.0519222508314;01;01;1;01;3;2;05;2;4;03;;1;2;1;400;3;0;0
5;52;986631;F001;10.1617380198642;01;01;1;02;3;2;10;1;4;02;;0;2;1;1000;1;0;0
5;52;986631;F002;10.1617380198642;01;01;1;03;2;;;;;;3;;0;2;600;;9;9
5;52;5243796;F001;10.0095482857255;01;01;1;01;5;2;06;3;4;03;;3;3;2;690;1;0;0
5;52;7517625;F001;7.1746090265224;01;01;1;01;2;2;11;3;1;10;;0;0;2;606;;0;0
5;52;5902001;F001;11.847917787613;01;01;1;01;4;2;08;2;4;05;;2;1;3;303;;0;0
5;52;2126081;F001;5.9414511761932;01;01;1;01;3;1;11;1;4;03;;1;1;2;600;1;0;0
5;52;3778093;F001;12.3480730783555;01;01;1;01;3;1;09;1;1;03;;1;1;2;2045.33;1;0;0
5;52;3957357;F001;7.2643450431982;01;01;1;01;3;2;08;3;1;10;;0;1;2;1150;;0;0
5;52;6744113;F001;13.5866185519396;01;01;1;01;5;2;07;1;4;03;;2;2;3;622.4;1;0;0
5;52;1230496;F001;8.9262145416794;01;01;1;01;2;1;14;1;4;01;;0;1;1;606;2;0;0
5;52;4615023;F001;12.0934958633395;01;01;1;01;4;2;07;2;4;05;;2;2;2;303;;0;0
5;52;7244460;F001;10.6580732760663;01;01;1;01;5;2;13;1;1;03;;1;3;2;1220;3;0;0
5;52;899699;F001;8.298453942623;01;01;1;01;4;2;08;3;4;03;;1;1;3;1750;1;0;0
5;52;558581;F001;6.2440003550789;01;01;1;02;5;2;11;1;4;03;;1;2;3;1207.2;1;0;0
5;52;558581;F002;6.2440003550789;01;01;1;03;2;;;;;;3;;1;1;0;;9;9
5;52;1599271;F001;14.1806368258801;01;01;1;01;3;2;09;2;4;05;;1;1;2;266.67;;0;0
5;52;1765786;F001;8.6686414059308;01;01;1;01;2;2;13;1;1;01;;0;1;1;750;1;0;0
5;52;7726986;F001;9.3624882359585;01;01;1;01;2;2;08;4;1;05;;1;1;1;606;;0;0
5;52;2162179;F001;9.790358335747;01;01;1;01;3;1;05;2;4;03;;1;2;1;400;2;0;0
5;52;4513878;F001;10.2943818177268;01;01;1;01;2;1;06;2;1;01;;0;1;1;1212;1;0;0
5;52;3389441;F001;11.6923614102538;01;01;1;01;4;2;09;1;1;03;;1;3;1;150;2;0;0
5;52;5517598;F001;8.4525263912469;01;01;1;01;3;2;08;1;2;05;;1;2;1;333.33;;0;0
5;52;2760545;F001;8.6726581534776;01;01;1;01;4;2;08;3;4;10;;1;2;2;303;;0;0
5;52;7352571;F001;8.3613447126739;01;01;1;01;2;2;14;1;2;10;;0;1;1;606;;0;0
5;52;6532394;F001;9.1009456347462;01;01;1;01;3;1;10;3;1;03;;1;1;2;866.67;1;0;0
5;52;5280230;F001;11.9974929374141;01;01;1;02;2;1;13;1;4;07;;0;2;0;450;;0;0
5;52;5280230;F002;11.9974929374141;01;01;1;03;2;;;;;;3;;1;1;1350;;9;9
5;52;6301743;F001;9.2870826039206;01;01;1;01;2;2;11;1;1;01;;0;1;1;1800;1;0;0
5;52;566891;F001;14.1627564810305;01;01;1;01;4;2;10;4;4;03;;1;2;2;840.5;1;0;0
5;52;4585800;F001;8.3569017621146;01;01;1;02;6;2;08;1;1;03;;2;1;5;533.33;1;0;0
5;52;4585800;F002;8.3569017621146;01;01;1;03;2;;;;;;1;;1;1;600;;9;9
5;52;5240815;F001;10.344901252967;01;01;1;01;5;1;08;3;1;03;;2;2;3;460;1;0;0
5;52;3784972;F001;11.6741816539817;01;01;1;01;2;2;05;1;4;05;;1;0;2;800;;0;0
5;52;1266133;F001;13.3891375925347;01;01;1;01;4;2;07;3;4;05;;3;2;2;478;;0;0
5;52;1113008;F001;5.4351930555223;01;01;1;01;3;1;08;1;1;10;;0;1;2;1204;;0;0
5;52;122883;F001;11.5110668265108;01;01;1;01;4;2;10;2;1;03;;1;2;2;675;1;0;0
5;52;6740740;F001;11.0927649026889;01;01;1;01;2;2;10;1;1;01;;0;1;1;1356;1;0;0
5;52;4308314;F001;8.9021233311381;01;01;1;02;4;1;09;1;4;03;;1;1;3;678;2;0;0
5;52;4308314;F002;8.9021233311381;01;01;1;03;2;;;;;;1;;1;1;606;;9;9
5;52;7267410;F001;9.2919849893286;01;01;1;01;3;2;09;1;1;03;;1;1;2;666.67;3;0;0
5;52;1789459;F001;10.7174835709997;01;01;1;01;4;1;08;3;4;03;;2;1;3;900;1;0;0
5;52;2687715;F001;9.643230172513;01;01;1;01;4;1;10;1;1;03;;2;3;1;361.5;1;0;0
5;52;3713602;F001;8.0084819466818;01;01;1;01;3;1;08;3;4;03;;1;1;2;808;2;0;0
5;52;1388044;F001;12.5623930730993;01;01;1;01;2;2;09;1;2;01;;0;1;1;1950;1;0;0
5;52;2707109;F001;12.3087546153067;01;01;1;01;2;1;07;3;4;01;;0;1;1;1250;2;0;0
5;52;7562343;F001;10.2885015124964;01;01;1;01;2;1;14;1;4;01;;0;1;1;1600;1;0;0
5;52;5483652;F001;7.7096983714724;01;01;1;01;3;2;08;3;4;03;;1;1;2;866.67;1;0;0
5;52;6665429;F001;13.8229637910545;01;01;1;01;3;2;09;1;4;05;;1;0;3;2341.33;;0;0
5;52;3415052;F001;9.7038807709147;01;01;1;01;3;2;09;1;4;05;;1;1;2;808;;0;0
5;52;4986800;F001;9.8472326916284;01;01;1;01;4;2;10;2;4;03;;2;2;2;400;3;0;0
5;52;721755;F001;8.877850430349;01;01;1;01;2;1;10;3;4;07;;1;1;1;1000;;0;0
5;52;3756402;F001;6.8102557056922;01;01;1;01;4;2;08;3;4;03;;2;2;2;453;1;0;0
5;52;900530;F001;7.9640903698534;01;01;1;01;3;2;12;1;2;03;;1;2;1;604;1;0;0
5;52;1137218;F001;10.0806637894629;01;01;1;01;3;2;08;1;4;02;;0;2;1;808;3;0;0
5;52;2658668;F001;11.8185473002721;01;01;1;01;2;2;11;2;1;01;;0;1;1;606;3;0;0
5;52;2458814;F001;11.1389677385629;01;01;1;01;3;2;08;3;4;03;;1;2;1;1004;1;0;0
5;52;4222735;F001;13.8093733710856;01;01;1;01;2;2;11;1;4;10;;0;0;2;756;;0;0
5;52;376864;F001;10.7954088203859;01;01;1;01;4;1;05;2;1;04;;1;1;3;756;1;0;0
5;52;931179;F001;5.5232050031478;01;01;1;01;3;2;15;1;1;05;;1;1;2;1141.33;;0;0
5;52;7358239;F001;9.6886671040319;01;01;1;01;4;1;08;3;1;03;;1;3;1;500;2;0;0
5;52;6097462;F001;8.4238639374019;01;01;1;01;4;1;10;1;3;03;;1;2;2;1178;2;0;0
5;52;3686970;F001;10.2369416798071;01;01;1;01;3;1;04;2;4;10;;0;2;1;900;;0;0
5;52;5330997;F001;9.2727477809291;01;01;1;01;3;1;05;1;2;10;;0;3;0;1104;;0;0
5;52;3915309;F001;14.3488816087942;01;01;1;01;4;1;09;1;4;03;;1;2;2;1050;1;0;0
5;52;5715803;F001;10.2967338268738;01;01;1;01;2;2;11;3;4;10;;0;1;1;606;;0;0
5;52;1116897;F001;12.2822515961298;01;01;1;01;4;2;06;3;1;03;;1;3;1;303;3;0;0
5;52;2881016;F001;12.8684239100286;01;01;1;01;3;2;05;2;2;03;;1;1;2;600;3;0;0
5;52;72920;F001;9.5111404503414;01;01;1;01;2;1;06;2;4;01;;0;1;1;750;2;0;0
5;52;3380820;F001;4.5987636652556;01;01;1;02;4;2;08;1;4;03;;0;3;1;1403;1;0;0
5;52;3380820;F002;4.5987636652556;01;01;1;03;3;;;;;;2;;1;2;0;;9;9
5;52;4920995;F001;8.9140478128021;01;01;1;01;3;1;11;3;4;03;;0;2;1;2008;1;0;0
5;52;1012329;F001;10.9637387128125;01;01;1;01;2;2;12;1;1;05;;0;0;2;1212;;0;0
5;52;1330550;F001;9.0369216596624;01;01;1;01;4;2;10;3;4;10;;0;2;2;981;;0;0
5;52;1023069;F001;7.8340031159649;01;01;1;01;5;2;08;3;4;03;;1;3;2;1167.2;1;0;0
5;52;3202782;F001;13.8235139835777;01;01;1;01;2;2;06;3;4;05;;0;0;2;925;;0;0
5;52;7570076;F001;10.9816160723097;01;01;1;01;4;1;09;2;4;03;;2;1;3;587.5;1;0;0
5;52;7060463;F001;9.6322726790429;01;01;1;02;3;2;08;1;1;05;;0;2;1;1212;;0;0
5;52;7060463;F002;9.6322726790429;01;01;1;03;2;;;;;;3;;1;1;906;;9;9
5;52;6019791;F001;11.5256641732442;01;01;1;01;3;2;05;3;4;03;;1;1;2;600;3;0;0
5;52;4248310;F001;12.1099723772202;01;01;1;01;4;1;10;2;4;03;;2;3;1;1000;2;0;0
5;52;4008856;F001;10.2761080348827;01;01;1;01;4;2;07;3;4;03;;1;1;3;1613;1;0;0
5;52;6703941;F001;13.9639771047907;01;01;1;01;2;1;05;3;1;01;;0;1;1;1750;1;0;0
5;52;4202848;F001;8.2453617401567;01;01;1;01;2;2;09;3;4;05;;0;0;2;1406;;0;0
5;52;7401678;F001;12.460346863401;01;01;1;01;3;2;05;3;4;03;;1;2;1;1066.67;1;0;0
5;52;4361795;F001;11.3104869587183;01;01;1;01;3;1;10;3;1;03;;1;1;2;1733.33;1;0;0
5;52;5700181;F001;8.0531233811037;01;01;1;01;2;2;09;3;4;01;;0;1;1;3050;1;0;0
5;52;1170705;F001;9.6596254659177;01;01;1;01;4;2;09;3;4;04;;1;1;3;606;3;0;0
5;52;1244420;F001;8.0531233811037;01;01;1;01;2;2;09;2;4;01;;0;1;1;1606;1;0;0
5;52;843199;F001;8.373995356694;01;01;1;01;2;2;15;2;4;05;;0;0;2;2306;;0;0
5;52;4659717;F001;10.1672932220657;01;01;1;01;3;1;11;4;4;07;;2;3;0;3666.67;;0;0
5;52;960875;F001;10.8749687036615;01;01;1;01;4;2;10;3;2;03;;1;2;2;1078;1;0;0
5;52;7635595;F001;9.2857305976333;01;01;1;01;4;1;09;4;4;03;;1;2;2;7625;1;0;0
5;52;86920;F001;10.3297604155612;01;01;1;01;5;2;07;4;4;03;;3;2;3;1500;1;0;0
5;52;5864350;F001;10.9665312871271;01;01;1;01;2;1;14;3;4;07;;0;2;0;6800;;0;0
5;52;5862357;F001;7.8483220019192;01;01;1;01;3;1;09;3;1;03;;1;2;1;933.33;2;0;0
5;52;7738077;F001;9.6883342916472;01;01;1;01;4;1;08;4;1;03;;1;2;2;5500;1;0;0
5;52;4137395;F001;7.0874950129437;01;01;1;01;4;2;08;4;4;03;;1;2;2;3500;3;0;0
5;52;418902;F001;8.487979403856;01;01;1;01;2;2;13;2;1;01;;0;1;1;1460;1;0;0
5;52;4859092;F001;7.5286633953851;01;01;1;01;4;1;09;3;2;03;;2;3;1;3500;1;0;0
5;52;88326;F001;10.8205380473602;01;01;1;01;3;1;08;4;4;03;;1;2;1;4833.33;1;0;0
5;52;6813854;F001;10.0603444140128;01;01;1;01;3;1;08;3;4;03;;1;2;1;1000;2;0;0
5;52;2622810;F001;12.4538375488526;01;01;1;01;4;2;15;1;1;10;;0;0;4;606;;0;0
5;52;6376209;F001;8.5723738512881;01;01;1;01;4;2;07;4;4;03;;2;3;1;3625;1;0;0
5;52;7140719;F001;10.0603444140128;01;01;1;01;3;1;08;3;4;03;;1;2;1;5066.67;1;0;0
5;52;708102;F001;12.645015355758;01;01;1;01;4;1;08;3;1;03;;2;1;3;2750;1;0;0
5;52;5818496;F001;8.8671582625255;01;01;1;01;3;2;09;3;4;02;;0;2;1;366.67;1;0;0
5;52;3024404;F001;8.0346087601888;01;01;1;01;3;2;10;2;4;03;;0;2;1;1166.67;3;0;0
5;52;346166;F001;13.0017271114945;01;01;1;01;3;2;11;3;1;03;;0;2;1;1570.67;1;0;0
5;52;5313108;F001;11.5074924276851;01;01;1;01;3;1;08;4;1;03;;1;2;1;1733.33;1;0;0
5;52;2922467;F001;9.2750626227616;01;01;1;01;2;1;10;4;4;01;;0;1;1;2250;2;0;0
5;52;4093280;F001;10.0335087929757;01;01;1;01;2;2;08;3;4;01;;0;1;1;3000;3;0;0
5;52;334896;F001;11.8830233628702;01;01;1;01;3;2;08;4;1;03;;1;1;2;7333.33;3;0;0
5;52;7516459;F001;12.1515002577621;01;01;1;02;2;1;08;3;4;01;;0;1;1;3030;1;0;0
5;52;7516459;F002;12.1515002577621;01;01;1;03;2;;;;;;1;;1;1;1212;;9;9
5;52;6897023;F001;10.4170512327662;01;01;1;01;2;1;07;3;1;01;;0;1;1;1212;1;0;0
5;52;70753;F001;10.8473708794818;01;01;1;01;3;1;10;4;4;03;;1;1;2;4976;1;0;0
5;52;7038612;F001;10.872160751273;01;01;1;01;2;1;11;3;4;01;;0;1;1;1956;1;0;0
5;52;452777;F001;6.548076026607;01;01;1;02;2;2;10;4;1;05;;0;0;2;3350;;0;0
5;52;452777;F002;6.548076026607;01;01;1;03;2;;;;;;4;;1;1;1900;;9;9
5;52;7288664;F001;10.4239750837304;01;01;1;01;3;1;05;3;1;10;;0;2;1;7093.33;;0;0
5;52;5894217;F001;11.1351888535307;01;01;1;01;3;1;03;1;1;10;;0;2;1;1383.33;;0;0
5;52;2352908;F001;7.6442885145721;01;01;1;01;3;1;09;3;4;03;;1;2;1;1266.67;1;0;0
5;52;4581840;F001;8.4768963620814;01;01;1;01;5;2;09;4;2;04;;0;3;2;2200;1;0;0
5;52;437802;F001;8.7899030347246;01;01;1;01;4;2;11;3;4;03;;0;2;2;1555;1;0;0
5;52;6370322;F001;6.2631617665881;01;01;1;02;3;1;05;2;2;10;;0;1;2;1033.33;;0;0
5;52;6370322;F002;6.2631617665881;01;01;1;03;3;;;;;;2;;1;2;1240;;9;9
5;52;3940762;F001;9.6459872255945;01;01;1;01;3;2;08;3;4;05;;1;0;3;1316.67;;0;0
5;52;1696259;F001;5.3270269091107;01;01;1;01;3;2;11;3;4;03;;1;1;2;3033.33;1;0;0
5;52;1116180;F001;11.5978072721059;01;01;1;01;3;1;08;4;1;10;;0;2;1;5266.67;;0;0
5;52;2996109;F001;7.2472426458708;01;01;1;01;4;2;14;3;1;06;;0;2;2;2875;;0;0
5;52;436880;F001;10.5388054484766;01;01;1;01;2;2;07;4;4;01;;0;1;1;9500;1;0;0
5;52;1374358;F001;13.8136465924016;01;01;1;01;4;2;07;4;1;03;;2;1;3;2900;1;0;0
5;52;1857947;F001;10.2803494292245;01;01;1;01;3;2;14;1;4;06;;1;0;3;816.67;;0;0
5;52;5917126;F001;12.476221548899;01;01;1;01;2;2;07;3;1;05;;1;1;1;1000;;0;0
5;52;718632;F001;12.6018009036015;01;01;1;01;3;2;08;4;4;03;;1;2;1;4333.33;1;0;0
5;52;2935033;F001;9.6912609311192;01;01;1;01;3;2;06;4;4;03;;1;2;1;1844.33;1;0;0
5;52;4166515;F001;10.533024074624;01;01;1;01;5;1;06;3;1;10;;0;2;3;2100;;0;0
5;52;7540763;F001;2.1176470588235;01;01;1;01;3;2;10;4;2;06;;0;1;2;1704;;0;0
5;52;2556144;F001;9.0666477015846;01;01;1;01;3;2;08;3;1;03;;1;2;1;2200;1;0;0
5;52;2639108;F001;10.6492055283448;01;01;1;01;2;2;13;3;1;10;;0;1;1;6600;;0;0
5;52;6617295;F001;11.0068651897884;01;01;1;01;5;1;08;4;4;03;;2;1;4;2140;1;0;0
5;52;6811040;F001;6.6355073376624;01;01;1;01;2;1;12;4;4;01;;0;1;1;4650;1;0;0
5;52;6027637;F001;7.744826384267;01;01;1;01;4;1;10;3;4;03;;0;2;2;2915;2;0;0
5;52;4040905;F001;14.5123946804345;01;01;1;01;4;2;08;4;1;03;;1;3;1;2500;1;0;0
5;52;1760869;F001;11.7485622299996;01;01;1;01;3;1;15;1;4;03;;0;1;2;2233.33;2;0;0
5;52;7279189;F001;10.6618872840334;01;01;1;01;4;1;08;3;1;04;;0;3;1;1700;1;0;0
5;52;1978063;F001;11.5326043398042;01;01;1;01;3;1;07;3;4;03;;1;2;1;1333.33;1;0;0
5;52;743670;F001;7.1995852431752;01;01;1;02;2;2;10;3;2;01;;0;1;1;700;2;0;0
5;52;743670;F002;7.1995852431752;01;01;1;03;2;;;;;;1;;1;1;1600;;9;9
5;52;570230;F001;12.8411875188561;01;01;1;01;3;2;08;4;1;03;;0;2;1;1670.67;1;0;0
5;52;7722913;F001;11.7611881881043;01;01;1;01;2;1;08;3;1;01;;0;1;1;1800;1;0;0
5;52;5530339;F001;18.1697261987845;01;01;1;01;5;2;07;2;4;03;;3;3;2;280;1;0;0
5;52;87470;F001;11.7576624127026;01;01;1;01;3;2;10;3;4;05;;2;0;3;833.33;;0;0
5;52;7384752;F001;10.4973330145908;01;01;1;01;3;2;08;4;4;03;;1;2;1;866.67;1;0;0
5;52;4973178;F001;11.3282136433357;01;01;1;01;4;1;07;2;4;03;;1;2;2;975;1;0;0
5;52;4749626;F001;15.2872372671925;01;01;1;01;3;1;08;4;2;03;;1;1;2;1333.33;2;0;0
5;52;7573300;F001;11.8534873016253;01;01;1;01;3;1;10;1;4;07;;1;3;0;823.33;;0;0
5;52;5439619;F001;12.1203603738687;01;01;1;01;3;2;08;3;4;03;;1;1;2;733.33;1;0;0
5;52;3549821;F001;5.5872649170569;01;01;1;01;4;1;09;1;2;03;;1;1;3;475;1;0;0
5;52;6483877;F001;10.347131783526;01;01;1;01;4;2;11;1;1;03;;0;2;2;1250;1;0;0
5;52;7663953;F001;11.4595830180479;03;01;1;01;3;1;08;2;2;03;;0;2;1;933.33;2;0;0
5;52;7529065;F001;12.6709840084355;03;01;1;01;4;1;08;2;1;03;;1;1;3;1025;1;0;0
5;52;6469947;F001;8.7801582005213;03;01;1;01;3;1;07;3;4;03;;0;2;1;700;1;0;0
5;52;7218259;F001;6.467620921281;03;01;1;01;2;2;13;2;4;05;;0;1;1;1856;;0;0
5;52;4685215;F001;16.3384162610145;03;01;1;01;2;1;13;1;2;01;;0;1;1;800;2;0;0
5;52;4539616;F001;10.2397040477994;03;01;1;01;2;2;10;1;1;01;;0;1;1;2150;1;0;0
5;52;3489413;F001;12.9839314006476;03;01;1;02;3;2;11;1;4;03;;0;2;1;1204;1;0;0
5;52;3489413;F002;12.9839314006476;03;01;1;03;2;;;;;;4;;1;1;1000;;9;9
5;52;5990442;F001;7.4033793897746;03;01;1;01;4;2;08;2;4;03;;2;2;2;1112.5;1;0;0
5;52;4003181;F001;13.5752093543008;03;01;1;01;3;2;06;2;2;05;;1;1;2;1212;;0;0
5;52;6826246;F001;10.3192753698736;03;01;1;01;3;2;07;2;1;05;;1;1;2;466.67;;0;0
5;52;3851690;F001;9.4605340881404;03;01;1;01;3;1;10;3;4;03;;1;2;1;404;2;0;0
5;52;5739361;F001;7.0066623464282;03;01;1;01;4;2;15;1;2;06;;1;0;4;1056;;0;0
5;52;2073470;F001;15.9781673863568;03;01;1;01;3;1;09;3;4;03;;1;1;2;633.33;1;0;0
5;52;3848054;F001;8.846381159878;03;01;1;01;2;2;15;2;2;05;;1;1;1;606;;0;0
5;52;2410655;F001;10.1193846151392;03;01;1;01;3;1;14;1;4;02;;0;1;2;1600;1;0;0
5;52;4714083;F001;9.1635752358662;03;01;1;01;3;2;14;1;4;05;;1;2;1;808;;0;0
5;52;1125717;F001;10.4494595352368;03;01;1;01;4;1;15;2;4;08;;1;2;2;453;;0;0
5;52;468145;F001;16.0544242509575;03;01;1;01;3;1;12;3;2;03;;0;2;1;2570.67;1;0;0
5;52;3822718;F001;13.496086549682;01;01;1;01;5;1;11;1;3;03;;1;3;2;282.4;1;0;0
5;52;4698307;F001;9.1171116823278;01;01;1;01;3;2;08;3;4;06;;0;2;1;1033.33;;0;0
5;52;2026976;F001;7.1886489344568;01;01;1;01;3;2;05;3;2;02;;0;1;2;437.33;3;0;0
5;52;3119627;F001;11.3395375618428;01;01;1;01;3;2;08;3;2;03;;1;2;1;404;2;0;0
5;52;2341398;F001;10.1926378689334;01;01;1;01;6;2;09;1;4;04;;2;2;4;441.67;1;0;0
5;52;5648729;F001;7.6345258793978;01;01;1;01;2;1;05;1;4;01;;0;1;1;2079.5;1;0;0
5;52;409947;F001;9.1780526160477;01;01;1;01;2;1;15;1;2;01;;0;1;1;500;1;0;0
5;52;2495354;F001;12.0403447552847;01;01;1;01;4;1;08;2;2;03;;2;2;2;800;1;0;0
5;52;5591429;F001;7.4642267621126;01;01;1;01;3;2;07;3;1;03;;0;1;2;2000;1;0;0
5;52;4694174;F001;9.9129969313046;01;01;1;01;3;2;05;3;2;03;;1;1;2;941.33;1;0;0
5;52;3109374;F001;11.0639906782084;01;01;1;01;3;1;08;3;4;03;;0;2;1;1000;1;0;0
5;52;3840798;F001;13.2458757976095;01;01;1;01;3;2;10;1;4;05;;0;1;2;233.33;;0;0
5;52;6784033;F001;8.7174720295206;01;01;1;01;4;2;09;3;4;05;;0;1;3;2075;;0;0
5;52;5225935;F001;14.8432594089965;01;01;1;01;4;2;06;3;4;03;;2;2;2;1500;1;0;0
5;52;941617;F001;8.2620240899171;01;01;1;01;2;2;08;3;2;05;;1;1;1;400;;0;0
5;52;2987432;F001;8.5090116047797;01;01;1;01;4;1;10;1;4;03;;1;2;2;482.5;2;0;0
5;52;1653603;F001;6.5495804357492;01;01;1;01;5;2;07;3;4;03;;3;4;1;520;1;0;0
5;52;3621710;F001;15.8488675016401;01;01;1;01;4;2;06;1;4;03;;1;1;3;453;1;0;0
5;52;5410209;F001;7.5013683847441;01;01;1;01;3;2;08;2;4;03;;0;1;2;1000;3;0;0
5;52;6285272;F001;11.3638025373835;01;01;1;01;3;2;07;4;4;02;;0;2;1;1333.33;1;0;0
5;52;6134211;F001;12.5082982618374;01;01;1;01;4;1;07;2;2;03;;2;2;2;850;2;0;0
5;52;102792;F001;9.6141309803203;01;01;1;01;3;1;08;4;4;03;;1;2;1;4000;2;0;0
5;52;5531559;F001;8.8784245557904;01;01;1;01;2;1;06;3;2;01;;0;1;1;1256;1;0;0
5;52;2081661;F001;9.8495485256962;01;01;1;01;4;1;09;1;4;03;;1;3;1;525;1;0;0
5;52;1609148;F001;10.1186692608968;01;01;1;01;6;1;08;3;4;03;;3;4;2;333.33;2;0;0
5;52;3469793;F001;5.1000233201189;01;01;1;01;3;2;11;3;4;02;;0;2;1;666.67;3;0;0
5;52;2063101;F001;10.8782115701977;01;01;1;01;4;2;08;2;4;05;;1;3;1;250;;0;0
5;52;3440987;F001;11.1254300646122;01;01;1;01;4;1;06;3;1;03;;2;2;2;746.75;1;0;0
5;52;6675653;F001;10.5065856947026;01;01;1;01;3;1;11;1;4;02;;0;2;1;233.33;2;0;0
5;52;4277021;F001;11.9060941767776;01;01;1;01;4;1;07;3;2;03;;1;3;1;947.5;1;0;0
5;52;2896612;F001;11.1921030631107;01;01;1;01;3;1;06;2;4;03;;1;1;2;966.67;1;0;0
5;52;515643;F001;11.1512237512693;01;01;1;01;3;1;09;2;4;03;;0;1;2;1133.33;1;0;0
5;52;5219914;F001;10.1271687801553;01;01;1;01;2;1;10;2;1;01;;0;1;1;1250;2;0;0
5;52;1894513;F001;10.5058362076234;01;01;1;01;2;1;08;1;4;01;;0;1;1;2000;1;0;0
5;52;7222911;F001;11.6669881513238;01;01;1;01;4;1;14;1;4;03;;0;2;2;1450.5;2;0;0
5;52;2284452;F001;14.7033749209122;01;01;1;01;3;2;10;2;1;05;;0;0;3;937.33;;0;0
5;52;7475630;F001;9.4061909409945;01;01;1;01;2;1;09;2;4;01;;0;1;1;1906;1;0;0
5;52;1173174;F001;7.6970651611189;01;01;1;01;4;1;10;1;4;03;;0;1;3;553;1;0;0
5;52;3010822;F001;11.9024989393697;01;01;1;01;3;1;06;1;4;03;;1;1;2;1037.33;1;0;0
5;52;2527988;F001;9.7794188541742;01;01;1;01;2;2;07;1;4;10;;0;0;2;1212;;0;0
5;52;307957;F001;7.4274762009151;01;01;1;01;3;1;14;1;4;02;;0;2;1;1270.67;1;0;0
5;52;6001294;F001;12.5656435528186;01;01;1;01;3;1;12;1;4;08;;0;2;1;808;;0;0
5;52;3298931;F001;11.2857556543615;01;01;1;01;2;1;11;1;2;01;;0;1;1;1850;1;0;0
5;52;1451394;F001;10.4686945849919;01;01;1;01;2;1;08;3;2;01;;0;1;1;3500;1;0;0
5;52;7609272;F001;12.6052693221427;01;01;1;02;2;1;11;1;4;01;;0;1;1;3450;1;0;0
5;52;7609272;F002;12.6052693221427;01;01;1;03;2;;;;;;3;;1;1;606;;9;9
5;52;4392202;F001;11.790156184045;01;01;1;01;2;1;07;2;1;01;;0;1;1;606;2;0;0
5;52;68512;F001;12.0475759376141;01;01;1;01;5;1;08;1;4;03;;1;2;3;600;1;0;0
5;52;7374546;F001;14.0739886617321;01;01;1;01;2;1;08;2;4;01;;0;1;1;4500;1;0;0
5;52;7226228;F001;12.7823730923122;01;01;1;01;3;1;08;2;4;03;;1;1;2;1033.33;1;0;0
5;52;3613641;F001;9.5444705488443;01;01;1;01;3;2;09;2;4;05;;2;0;3;333.33;;0;0
5;52;56038;F001;11.3591637905952;01;01;1;01;4;1;08;2;4;03;;1;2;2;550;1;0;0
5;52;3790563;F001;16.2258809933704;01;01;1;01;2;2;12;1;4;01;;0;1;1;606;3;0;0
5;52;7186183;F001;17.0553941672815;01;01;1;01;4;2;06;3;4;05;;3;1;3;300;;0;0
5;52;441615;F001;10.323255133819;01;01;1;01;2;2;11;1;4;05;;1;1;1;606;;0;0
5;52;5223581;F001;9.6396894233085;01;01;1;01;2;1;06;2;4;01;;0;1;1;1650;1;0;0
